,timestamp,realized,realized_percent,prev_side,desired_side,hold_bars,order_price
296,1610344800000000000,-8.101473086738247,-0.0,-1.0,1,415.0,32655.66
297,1610614800000000000,1.8943507645401483,0.0,1.0,-1,75.0,37938.11
298,1610755200000000000,0.43201868888524714,-0.0,-1.0,1,39.0,36874.46
299,1610791200000000000,0.18704764250381845,0.0,1.0,-1,10.0,37309.3
300,1610877600000000000,1.4338764401463053,-0.0,-1.0,1,24.0,33920.97
301,1611050400000000000,1.4646360816790571,0.0,1.0,-1,48.0,36810.72
302,1611108000000000000,0.5527338751841847,-0.0,-1.0,1,16.0,35726.79
303,1611586800000000000,-0.8015477274696455,0.0,1.0,-1,133.0,34221.06
304,1611640800000000000,1.5556798078757572,-0.0,-1.0,1,15.0,31333.0
305,1611878400000000000,1.261738215407611,0.0,1.0,-1,66.0,33349.95
306,1614027600000000000,-12.763170714928044,-0.0,-1.0,1,597.0,53699.42
307,1614625200000000000,-0.8829262723951531,0.0,1.0,-1,166.0,48034.6
308,1614924000000000000,0.16150027860641333,-0.0,-1.0,1,83.0,46984.45
309,1614988800000000000,0.27260706974848253,0.0,1.0,-1,18.0,48682.09
310,1615053600000000000,0.08909163184375406,-0.0,-1.0,1,18.0,48122.24
311,1615093200000000000,0.17029277125275863,0.0,1.0,-1,11.0,49159.26
312,1615831200000000000,-1.086764319792635,-0.0,-1.0,1,205.0,55827.1
313,1616047200000000000,0.3539764689403765,0.0,1.0,-1,60.0,58677.21
314,1616144400000000000,0.05192738922806337,-0.0,-1.0,1,27.0,58255.31
315,1616151600000000000,0.02517878576895029,0.0,1.0,-1,2.0,58455.18
316,1616335200000000000,0.17268326469250558,-0.0,-1.0,1,51.0,57058.97
317,1616389200000000000,0.03485070738436651,0.0,1.0,-1,15.0,57323.09
318,1616414400000000000,0.04383750005364513,-0.0,-1.0,1,7.0,56986.54
319,1616839200000000000,-0.2994148715947409,0.0,1.0,-1,118.0,54680.0
320,1617501600000000000,-0.30354088054433775,-0.0,-1.0,1,184.0,56992.49
321,1617670800000000000,0.2164055578649027,0.0,1.0,-1,47.0,58776.67
322,1617728400000000000,0.09005186673926953,-0.0,-1.0,1,16.0,58029.03
323,1617944400000000000,-0.01003332181128097,0.0,1.0,-1,60.0,57947.67
324,1618588800000000000,-0.40728734914434533,-0.0,-1.0,1,179.0,61269.01
325,1618635600000000000,0.07992376975074336,0.0,1.0,-1,13.0,62000.43
326,1618671600000000000,0.20699761219207213,-0.0,-1.0,1,10.0,60100.03
327,1619445600000000000,-0.7691788362213102,0.0,1.0,-1,215.0,53381.24
